uen,hdb_registration_no,company_name,address,postal_code,email_address,contact_no
43453700D ,HB-10-3665D    ,L & O RENOVATION & DESIGN                                                                           ,845 GEYLANG RD # 03-23 TG KATONG CPLX,400845,LANDORENO@GMAIL.COM                               ,67427213
44364800W ,HB-10-3666G    ,FINE SUPPLIES & SERVICES                                                                            ,1 KAKI BUKIT AVE 3 # 09-17 KB-1,416087,FINESVS@SINGNET.COM.SG                            ,68846310
201404780G,HB-10-3726Z    ,DE EXCLUSIVE DESIGN GROUP PTE. LTD.                                                                 ,55 Serangoon North Ave 4 # 01-12 S9,555859,WILLIAM@DEEXCLUSIVE.COM                           ,65700706
52932685W ,HB-10-3789Z    ,CRAFTMAKER'S DE DECO                                                                                ,568 HOUGANG ST 51 # 05-73 ,530568,CRAFTMAKERDEDECO@GMAIL.COM                        ,63855891
200202021N,HB-10-3792G    ,FLYING IDEAS PTE LTD                                                                                ,452 JURONG WEST ST 42 # 03-170 ,640452,ENQUIRY@FLYINGIDEAS.COM.SG                        ,68999251
53045470W ,HB-10-3848E    ,RENOQUOTIENT                                                                                        ,57 ubi ave 1 # 03-03 Ubi Centre,408936,RENOQUOTIENT@YAHOO.COM                            ,62885110
52840193M ,HB-10-3849H    ,KITCHEN BUILDERS                                                                                    ,7500A BEACH RD # B1-314 THE PLAZA,199591,KITBUILD@HOTMAIL.SG                               ,62976542
200508601E,HB-10-3850C    ,WESTIZ DECOR PTE LTD                                                                                ,1030 EUNOS AVE 6 # 01-50 ,409625,WESTIND@SINGNET.COM.SG                            ,67469783
52913323K ,HB-10-3851F    ,KWOI HENG RENOVATION CONTRACTOR                                                                     ,75 GEYLANG BAHRU # 01-2892 ,339683,KWOIHENGRENO@GMAIL.COM                            ,67439798
201324155H,HB-10-3852Z    ,MAXWELL INTERIOR DESIGN & BUILD PTE. LTD.                                                           ,10 Admiralty Street # 05-04 North Link Building,757695,SGMAXWELLGROUP@GMAIL.COM                          ,65562507
200610786G,HB-10-3853A    ,LIVING ART DESIGN GALLERY PTE. LTD.                                                                 ,177 TOA PAYOH CENTRAL # 01-162 ,310177,THOMASNG@LIVINGART.COM.SG                         ,62504942
201201876W,HB-10-3951Z    ,YANG CITY BUILDING CONSTRUCTION PTE. LTD.                                                           ,280 WOODLANDS INDUSTRIAL PARK E5 # 05-32 HARVEST @ WOODLANDS,757322,INFO@YANGCITY.COM.SG                              ,63661743
52997345J ,HB-10-3953D    ,DIXONS DESIGN                                                                                       ,122C SENGKANG EAST WAY # 13-33 ,543122,ADMIN@DIXONSDESIGN.COM                            ,65263391
53105252D ,HB-10-3954G    ,LUMINOUS DESIGN                                                                                     ,654C JURONG WEST ST 61 # 14-468 ,643654,SALES@LUMINOUSDESIGN.COM.SG                       ,67908846
42062800B ,HB-10-3955B    ,CLIMAX ENTERPRISE                                                                                   ,25 Kaki Bukit Road 4 # 05-78 Synergy @KB,417800,ID@CLIMAXENTERPRISE.COM.SG                        ,67454877
199907085G,HB-10-3958C    ,WATERMARK DESIGN PTE LTD                                                                            ,45 TOH TUCK ROAD # 05-16 THE BEVERLY,596720,KENNETH@WATERMARK.SG                              ,64682827
53092166M ,HB-10-3959F    ,SL HOME DECOR                                                                                       ,306 WOODLANDS STREET 31 # 01-47 ,730306,SLHOMEDECOR@SINGNET.COM.SG                        ,63626100
52993946X ,HB-10-3961A    ,DESIGN ROOM CONSULTANT                                                                              ,2 Kallang Ave # 07-30 CT Hub,339407,DESIGNROOM_CONSULTANT@YAHOO.COM.SG                ,62242083
201206056W,HB-10-3963G    ,DESIGN SOURCE INTERIORS PTE. LTD.                                                                   ,3018 BEDOK NORTH ST 5 # 05-33 EASTLINK,486132,GOHCATH@YAHOO.COM.SG                              ,62441223
199206412C,HB-11-0098F    ,M S KONG CONTRACTS SERVICE PTE LTD                                                                  ,1002 TOA PAYOH INDUSTRIAL PARK # 01-1425 NA,319074,MSKONG@SINGNET.COM.SG                             ,64829646
09916100A ,HB-11-1842H    ,ALEXIUS DESIGN & CONTRACTS                                                                          ,20 Ang Mo Kio Industrial Park 2A # 03-21 ,567761,ALEXTYL@SINGNET.COM.SG                            ,62887553
201107459C,HB-11-1921B    ,MJL DESIGN & BUILD PTE. LTD.                                                                        ,4014 ANG MO KIO INDUSTRIAL PARK 1 # 01-456 ,569630,MJLDESIGN@SINGNET.COM.SG                          ,65547383
38843900M ,HB-11-2006F    ,KOK LEONG CONTRACTOR                                                                                ,628 hougang ave 8 # 08-122 hdb,530628,KOKLEONGCONTRACTOR@YAHOO.COM                      ,63836608
200003211Z,HB-11-2008A    ,WINSONART DESIGN & CONTRACTS PTE LTD                                                                ,20 ANG MO KIO INDUSTRIAL PARK 2A # 07-02 AMK TECH LINK,567761,DESIGN@WINSONART.COM                              ,64815993
41313100M ,HB-11-2011B    ,GREEN VIEW GENERAL CONTRACTOR                                                                       ,171 Woodlands st 11 # 06-49 ,730171,LKH649@HOTMAIL.COM                                ,68840502
46450600W ,HB-11-2013H    ,SOL & SON RENOVATION ENTERPRISE                                                                     ,449 CHANGI RD # - ,419876,SOLSONRENOVATION@GMAIL.COM                        ,68414771
48327500W ,HB-11-2075E    ,MECO RENOVATION CONTRACTOR                                                                          ,338 ANG MO KIO AVE 1 # 01-1675 ,560338,BONZONRENO@YAHOO.COM.SG                           ,65530350
198802982N,HB-11-2147E    ,TJ INTERIOR FURNISHING SUPPLIES PTE LTD                                                             ,5029 ANG MO KIO IND PK 2 # 01-135 ,569532,TJINTFUR@YAHOO.COM                                ,64816770
199602996H,HB-11-2338F    ,MACPROFIT PTE LTD                                                                                   ,27 Woodlands Industrial Park E1 # 04-06 Hiangkie Industrial Building,757718,ZETERMPL@GMAIL.COM                                ,67693598
50798100J ,HB-11-2342G    ,SAN DENG SENG CONSTRUCTION                                                                          ,446 HOUGANG AVE 8 # B1-1635 ,530446,SANDENGSENG@GMAIL.COM                             ,63879237
199102262G,HB-11-2344E    ,YUSEN DESIGN & CONTRACT PTE LTD                                                                     ,114 TAGORE LANE # 01-114 SINDO INDUSTRIAL ESTATE,787547,YUSENDES@SINGNET.COM.SG                           ,64488232
51111200M ,HB-11-2350D    ,TENG POH BUILDING CONTRACTOR                                                                        ,1 DEFU LANE 4 # - ,539406,TENGPOHBUILDINGCONTRACTOR@HOTMAIL.COM             ,62816807
199502990Z,HB-11-2351G    ,SPACE CULTURE PLANNER PTE LTD                                                                       ,486A SIMS AVENUE # - ,387558,GRACE@SPACECULTURE.COM.SG                         ,67492448
199803985H,HB-11-2354H    ,JUN YI ENTERPRISE PTE LTD                                                                           ,1014 GEYLANG EAST AVE 3 # 06-240 ,389729,PATRICKGOH1960@GMAIL.COM                          ,67411625
199801627W,HB-11-2659D    ,ANDY INTERIOR & CONSTRUCTION PTE LTD                                                                ,50 BT BATOK ST 23 # 08-13 MIDVIEW BLDG,659578,ANDYINT@SINGNET.COM.SG                            ,62678018
52825768D ,HB-11-2663H    ,UNDER ONE ROOF DESIGN & CONTRACTS                                                                   ,10 ADMIRALTY ST # 01-49 NORTH LINK BUILDING,757695,ANDYONG@3SSOLIDSUFACE.COM                         ,67533201
50648600A ,HB-11-2665F    ,ARANUS DESIGN & CONTRACTS                                                                           ,239 YISHUN RING ROAD # 01-1152 ,760239,ARANUSDESIGN@YMAIL.COM                            ,96635445
201325196G,HB-11-2839D    ,CREEK INTERIOR & CONSTRUCTION PTE. LTD.                                                             ,22 Sin Ming Lane # 06-76 Midview City,573969,CREEK.INT@HOTMAIL.COM                             ,64015149
52083800M ,HB-11-2844C    ,ASIAN KNIGHTS CONSULTANTS & ENGINEERING                                                             ,225 SERANGOON AVE 4 # 09-111 ,550225,ASIANKNIGHTS.CHIN@GMAIL.COM                       ,62853009
199703494N,HB-11-2849G    ,SYSTEM DECOR PTE LTD                                                                                ,38 WOODLANDS INDUSTRIAL PARK E1 # 05-14 ,757700,ADMIN@SDINTERIORS.SG                              ,64525312
52848451J ,HB-11-3043A    ,TRI-M ENGINEERING                                                                                   ,50 Serangoon North Ave 4 # 05-05 First Centre,555856,JAMES@TRI8M.COM                                   ,65700407
52882634D ,HB-11-3044D    ,IDEAL INTERIOR CONSTRUCTION                                                                         ,1050 EUNOS AVE 7 # 01-133 ,409581,IDEAL9899@GMAIL.COM                               ,64569693
53187444C ,HB-11-3045G    ,GALAXY INTERIOR DESIGN & RENOVATION                                                                 ,21 Woodlands Close # 05-39 Primz Bizhub,737854,GALAXYIDNR@YAHOO.COM.SG                           ,91689766
41731500K ,HB-11-3047E    ,ALTEK DESIGN                                                                                        ,576 Ang Mo Kio Ave 10 # 12-1915 ,560576,SECKHUI@HOTMAIL.COM                               ,97336881
52817214W ,HB-11-3049C    ,ENG KIONG INTERIOR DESIGN                                                                           ,560 BALESTIER ROAD # - ,329876,ENGKIONG98@HOTMAIL.COM                            ,63380087
200807657H,HB-11-3179D    ,PROMAX DESIGN PTE. LTD.                                                                             ,62 UBI ROAD 1 # 01-33 OXLEY BIZHUB 2,408734,PATRICK@PROMAX.COM.SG                             ,65383845
52877880C ,HB-11-3181B    ,RENOZONE INTERIOR DESIGN HOUSE                                                                      ,116 LAVENDER STREET # 01-07 PEK CHUAN BUILDING,338730,COLINPHUA@RENOZONE.COM.SG                         ,62923045
52823913M ,HB-11-3189G    ,EMORE INTERIOR DECOR & RENOVATION                                                                   ,10 ANSON ROAD # 33-17 INTER\\\'L PLAZA,79903,EMORE_IDR@HOTMAIL.COM                             ,62605055
52828147W ,HB-11-3192H    ,RO-WELL INTERIOR REVELATION                                                                         ,109 Hougang Ave 1 # 06-1000 ,530109,ROLANDCHUA88@GMAIL.COM                            ,68584126
52871915K ,HB-11-3317E    ,FARAH HOME DESIGN RENOVATION CONTRACTOR                                                             ,345 Upper Bukit Timah Road # 03-209 The Hillside Condo,588197,FANROZ_2000@YAHOO.COM                             ,62195389
199801588K,HB-11-3318H    ,KINGSVILLE PACIFIC (SINCE 1978) PRIVATE LIMITED                                                     ,5027 ANG MO KIO IND PK 2 # 01-125 ,569530,KINGSVIL@SINGNET.COM.SG                           ,64822787
52921682E ,HB-11-3434E    ,INFINITY CONCEPT                                                                                    ,163 ANG MO KIO AVE 4 # 01-462 ,560163,TBRBC@SINGNET.COM.SG                              ,64594895
52963803K ,HB-11-3435H    ,HOME CHOICE DESIGN                                                                                  ,562 BALESTIER RD # - ,329878,KELVIN@HC-INTERIOR.COM                            ,65667433
